Text: making lunch | Sentiment: Negative
Text: summarize happened boc chrismas special chaos still mile phakphum romsaithong calm everything | Sentiment: Negative
Text: eliseland replied someone dougie replied quite people afternoon never know besides fun | Sentiment: Negative
Text: hate much little friends introvert never girlfriend bullied lot rejected lot please help want kill would make go away dont deserve earth since write notes paper worthless stupid want become someone field stupid get anyways jobs nowadays need social people one ive never girlfriend want one virgin bad thing could never live feeling dont friends girlfriend wheni adult plan committing suicide please help thanks reading | Sentiment: Positive
Text: lincoln ne rt lolithicc im sorry really want life end im sorry drank week straight sorry hard say gon na fine | Sentiment: Positive
Text: bruh hate hot guy never see says one thing like damn would cute https co gbaysqyrwu | Sentiment: Negative
Text: makes hate damn thing | Sentiment: Negative
Text: overthink everything life make believe things end disappointed stressed ugh | Sentiment: Negative
Text: joyciebo hi cutie welcome twitternation | Sentiment: Negative
Text: chilling wit boy | Sentiment: Negative
Text: dont long left past month worst weeks ago went date guy went place afterwards tried force go farther wanted go ive afraid even hang guy since next day fired job spent whole rest week alone filling job app didnt help depression next week started issues went get tested found gotten gonorrhea guy tried force went dinner friends house car ended getting towed owe mom almost attempted suicide day last week started work last week getting partial paycheck started amcurrently bank account behind bills dont know much check gon na help dont fight left anymore | Sentiment: Positive
Text: robsessedblog http tinypic com drbadi jpg mine | Sentiment: Negative
Text: tomorrow going great altho get eaten dinosaur im blaming sophie | Sentiment: Negative
Text: sick tired people putting much energy shitting ships help liv https co | Sentiment: Negative
Text: loving credit crunch | Sentiment: Negative
Text: realdonaldtrump already least france one die loss everything get sick amp least https co | Sentiment: Negative
Text: cakeandcommerce one hugh eastern standard definitely one planning making future | Sentiment: Negative
Text: mizphenomenal god wrote typed | Sentiment: Negative
Text: reason havent killed terrified worse stuck ghost crap like however much want live really simply stand pain reality way people treat | Sentiment: Positive
Text: royaltybites slumdog millionaire omg new one james patterson | Sentiment: Negative
Text: hey guys home watching telly | Sentiment: Negative
Text: crushing boy nice smile cos asked number hmm | Sentiment: Negative
Text: jonathanrknight aww really sweet hope come back uk would great see xxx | Sentiment: Negative
Text: limyh eh got face la kawans right staronline | Sentiment: Negative
Text: became hot persistent days resting heavily tired flowers | Sentiment: Negative
Text: tashuurrx rt jaemverse dont want anymore | Sentiment: Positive
Text: blew hella money joann damn hate love make shit | Sentiment: Negative
Text: damn movie glasses hate | Sentiment: Negative
Text: preparing death letting things go one last thing let go trying get people panic attempt save could feels good real somewhere share whats going wonder make someone else feel less alone perhaps | Sentiment: Positive
Text: year old daughter overdosed grams wellbutrin zoloft trying hard make right airlifted children hospital laying hospital bed unresponsive muscles jerking scariest day life child entire world heart soul raising never want lose little girl little eccentric side heart gold never met stranger ever since grade started getting bullied teachers really anything way coping went wake school morning found covered vomit hallucinating seizures hours probably found feel like way want make bad go away help cope know turn | Sentiment: Positive
Text: band director said quot king julian would say play like pansies quot lol | Sentiment: Negative
Text: ugly life ugh fair wan na cute least one era miserable life | Sentiment: Negative
Text: tired everything please let die | Sentiment: Negative
Text: amandafpatton haha well never permanent state offline | Sentiment: Negative
Text: danceoflife twigged mean financial presentation yes look home mail today | Sentiment: Negative
Text: need job revolves around promoting mental health think grimy make money https co | Sentiment: Negative
Text: thoughts killing getting louder | Sentiment: Negative
Text: know trying hard make life work live life husband literally refuses take https co | Sentiment: Negative
Text: zannahthatsme kota kinabalu johor bahru rt tendrx honestly pain dont want anymore | Sentiment: Positive
Text: rt breathiingo wan na die deserve piece anything belong anywhere sick tired everything peop | Sentiment: Negative
Text: peterparros agree everything except benny tired character boring needs die ijs | Sentiment: Negative
Text: timelkington dont tim dreams nite spend use discount sent last week | Sentiment: Negative
Text: vrouwholle aww proud first reply taken updates haha | Sentiment: Negative
Text: loving sun upset cant make picnic thurs | Sentiment: Negative
Text: happy birthday paul lander | Sentiment: Negative
Text: please somebody come fucking kill im love https co | Sentiment: Negative
Text: tired living world | Sentiment: Negative
Text: rt saw quote pinterest said stand god end life hope single bi | Sentiment: Negative
Text: balsamicth hit hate happens hate yet constantly https co | Sentiment: Negative
Text: http twitpic com im loving great workspace | Sentiment: Negative
Text: jeicky cat thanks | Sentiment: Negative
Text: ddlovato good morning | Sentiment: Negative
Text: safe suicidal made attempts year yet nobody seems get honestly cant say going kill today keep breaking crying dont know hate | Sentiment: Positive
Text: much happier amp better without weak fake lames leave alone need anyway bigslime | Sentiment: Negative
Text: jennw thank | Sentiment: Negative
Text: adoredesalon need put site know cause us bloggers love free wifi awesome | Sentiment: Negative
Text: nanaraine imagine would exactly close | Sentiment: Negative
Text: bobbyllew could embarrassing least remembered time today time tomorrow small mercies | Sentiment: Negative
Text: rt lsubonnette feeling going great day got meet john stockton game | Sentiment: Negative
Text: shesouldeep yup | Sentiment: Negative
Text: kissability actually listening chopin dark right | Sentiment: Negative
Text: whenever dreams mom lately still alive never went away https co | Sentiment: Negative
Text: rt aprilmaejackson xxxtentacion know much helped hard times deserve die | Sentiment: Negative
Text: hate feelings point think clinging onto life waiting right set circumstances let go feelings keep holding back hate hate feel hate every one theres something comforting idea nonexistence something comforting idea nothing long | Sentiment: Positive
Text: sorry people arent toxic wanted friends | Sentiment: Negative
Text: np lol hhmm danny jordan join danny maybe jordan hopes | Sentiment: Negative
Text: codeine ativan sleep meds alcohol tell shouldnt hopeless ready give | Sentiment: Negative
Text: going kill weekend dont see reason stay alive nothing changed enough make want stay raped kid people sex object good bye everyone | Sentiment: Positive
Text: got crush | Sentiment: Negative
Text: rt people want dead even claim really alive | Sentiment: Positive
Text: want businessman futer | Sentiment: Negative
Text: mafumafu oh sh oh od scrambles get everything pack | Sentiment: Negative
Text: pjgariel yeah still chilly posed return normal temps week gon na spend time girls week | Sentiment: Negative
Text: tuesday great metropolis hanover could better | Sentiment: Negative
Text: long live life | Sentiment: Negative
Text: rt helmandc know think sad cowboys play today day team lose occasion worth celebrate | Sentiment: Negative
Text: annaarco gained weight one people everybody hates loose weight cake cookies diet | Sentiment: Negative
Text: earsn baby tired | Sentiment: Negative
Text: aussie ali heidiheartshugs toothpaste use whitening stuff bleach burn layer skin | Sentiment: Negative
Text: aylush firstly thank secondly kite runner historically | Sentiment: Negative
Text: sucks man really know anymore rash decisions rash decision control ove https co | Sentiment: Negative
Text: mess ran meds havent strength energy go refill went class today ended sitting sidewalk ugly crying making people think fucking headcase sleep never feel rested alone new town friends want someone sit talk hanging brought cats strange place cant leave think theyve abandoned took three hour nap got headache still tired clean laundry room clusterfuck havent combed hair days eaten instead things need donei amlying trying avoid intrusive self harm thoughtsi amlazy awful cant get stop | Sentiment: Positive
Text: coming home stoked bears afternoon mikeyj alton towers tomorrow | Sentiment: Negative
Text: streamed two episodes riverdale hate damn much data | Sentiment: Negative
Text: tweetie well impressive spot spot http twitpic com | Sentiment: Negative
Text: tired living | Sentiment: Negative
Text: got ta go bank tomorrow see fuck going problems weeks ago bi https co | Sentiment: Negative
Text: therealnph yeah cool bookshelves got one various books pinned wall | Sentiment: Negative
Text: enough shameless book plug | Sentiment: Negative
Text: get attached easily one thing hate end worst enemy damn time | Sentiment: Negative
Text: betchbelleza rt jaemverse dont want anymore | Sentiment: Positive
Text: thanks posh totty cant wait get home work tonight reason | Sentiment: Negative
Text: bad habits difficult identify work life careerinspiration careergrowth habits | Sentiment: Negative
Text: nearly holidays hand camping | Sentiment: Negative
Text: tired everything cant wait die | Sentiment: Negative
Text: health anxiety prompting bad thoughts head struggling months health issues year old male pessimistic nature makes think worst hands feet currently tingling burning keep picturing wheelchair burden family girlfriend suicide thoughts come mind prefer put sudden end everything instead deteriorating day day losing motor cognitive functions life already hard health failing first time | Sentiment: Positive
Text: daniel | Sentiment: Negative
Text: brightlydusted friend knew online last night finally added messenger | Sentiment: Negative
Text: btchtits leven scotland dont want anymore | Sentiment: Positive
Text: agpublic seen link thinks might like http bit ly | Sentiment: Negative
Text: young man got tired staying world called living world fee https co | Sentiment: Negative
Text: patient hate want die | Sentiment: Positive
Text: davethackeray lol saw hahaha fun day exploration experimentation | Sentiment: Negative
Text: michaelgrainger scyranth gigglessssssss ya awesomesauce | Sentiment: Negative
Text: cut wrist black eyes | Sentiment: Negative
Text: rt rikis since talking abt hey uhh remember yanderedev said intellectually disabled people deserve die played rapel | Sentiment: Negative
Text: never knew grandfather death hard mother like guess maybe thought wa https co | Sentiment: Negative
Text: rt tweets real life awkward conversation starters strangers | Sentiment: Negative
Text: eating ed waffle icecream cream chocolate sauce omgosh amazing | Sentiment: Negative
Text: wow im sooo sad everything planned going leave home amp go college denver yo https co | Sentiment: Negative
Text: snigdha expecting | Sentiment: Negative
Text: many times position fucking mother realise stay either ki https co | Sentiment: Negative
Text: wanted kill | Sentiment: Negative
Text: zephrode comme je le dis si bien let hate god fucking damn | Sentiment: Negative
Text: hello people facebook like way spamming newsfeeds twitter | Sentiment: Negative
Text: bcuban popehat lawyer diagnosed depression brother swore https co | Sentiment: Negative
Text: getting blown worst team league wearing gon na suicide note https co | Sentiment: Negative
Text: maybe think deserve die | Sentiment: Negative
Text: good pretending ok look like shit dont smile still acne black circles eyes pale skin cuz never leave house go school people stare every day point laugh give disgusted look tell ugly look like fucking methhead fucking depressed many reasons think worst one also social anxiety dont friends never gf try talk someone turn red embarrassing already attempted suicide last month still feel like shit | Sentiment: Positive
Text: tired living need immediately like regular deodora https co | Sentiment: Negative
Text: want come home right school | Sentiment: Negative
Text: hellomonette buk cdo dont want anymore | Sentiment: Positive
Text: rt eekrawk sister law sana left right nice hire family members create conflict | Sentiment: Negative
Text: debt kill thursday going stab stomach take lot pills sure yet sorry spelling grammar sure nobody cares anyways | Sentiment: Negative
Text: afternoon | Sentiment: Negative
Text: today almost kill almost hit car | Sentiment: Negative
Text: always great hear actors directed trying encourage join twitter | Sentiment: Negative
Text: shannonrenee | Sentiment: Negative
Text: want go park | Sentiment: Negative
Text: last hour england | Sentiment: Negative
Text: mcherrywv pleasant right thank ppl ur best | Sentiment: Negative
Text: many people wan na rip really | Sentiment: Negative
Text: love sleeping finished | Sentiment: Negative
Text: spindlestudios yes exceptionally talented goose works brioso well understand | Sentiment: Negative
Text: everyone follow kade | Sentiment: Negative
Text: glamlifeguru omg theres fires craziness goin cant go home cause people seriously https co | Sentiment: Negative
Text: olimould lewis | Sentiment: Negative
Text: honestly tired everything die already | Sentiment: Negative
Text: um woooo | Sentiment: Negative
Text: females fucked head blame nigga fucked got ta take accountability https co | Sentiment: Negative
Text: wan na fucking die im tired feeling pain constantly god need left alone cry wallow misery feel better | Sentiment: Positive
Text: dont tell people feel pretty sure nobody cares even writing brings anxiety know interact people wish could cry sleep never wake one would every truly miss | Sentiment: Positive
Text: playing gardna ft pistols tone trump amp drop die alone remix dirty street style radio | Sentiment: Negative
Text: bed time | Sentiment: Negative
Text: boring easter send note msn love chat people msn ninaalbertsen gmail com | Sentiment: Negative
Text: know absolutely power yet whole thing dead forgotten https co | Sentiment: Negative
Text: rt everyday hate life really feel im destined miserable forever | Sentiment: Positive
Text: daycare damn expensive reason im getting discount owner knows aunt https co | Sentiment: Negative
Text: sad seeing firetruck front building first thought look case someone https co | Sentiment: Negative
Text: hahaha everyone | Sentiment: Negative
Text: woke good morning everyonee | Sentiment: Negative
Text: anymore hope senior college want die fit feel like one cares everyday wake try tell today new day work hate everything feel alone one care look even want get mornings want end end suffering pain want feel nothing anxiety depression leave alone know turn keep anymore | Sentiment: Positive
Text: gilloux hope planning kennel launch party | Sentiment: Negative
Text: tylersdunflower trench feeling happy | Sentiment: Negative
Text: living hardcore empath hard tired nice putting emotional labor undeserving | Sentiment: Negative
Text: allanahk characters yr last tweet made cut | Sentiment: Negative
Text: united states everything cancerous like cant even remember anymore corporate crap always freaking stupid want watch youtube video dont want force fed stupid product every time go online like cable tv | Sentiment: Positive
Text: please forgive tried get help dont know else say tired burden everyone else tired everyone writing cant help tried get help plan weeks longer part world | Sentiment: Positive
Text: feel like time coming soon like running time enough ready call quits attempted time afford fail many different pills ways end need figure best time maybe tonight maybe tomorrow knows | Sentiment: Positive
Text: dont know anymore words make life living hell matter say sudden absence happiness know sadness nothing look forward fucked chances even something decent job girlfriend absolutely nothing motivate point dont even know still alive pains alive | Sentiment: Positive
Text: nice lunch time work | Sentiment: Negative
Text: thx | Sentiment: Negative
Text: work lot russians socal office look completely miserable whenever see https co | Sentiment: Negative
Text: hello world tis first tweet | Sentiment: Negative
Text: pete brown | Sentiment: Negative
Text: want kill | Sentiment: Negative
Text: suicide become new world desperately searching answers knew bes https co | Sentiment: Negative
Text: anyone great success stories twitter would love hear story dm | Sentiment: Negative
Text: awesome believe jealous sorta dont wan na go dancing tonight someone else drive | Sentiment: Positive
Text: sixers got best team east warriors vs sixers chip | Sentiment: Negative
Text: watching old stuff youtube ahhh memories | Sentiment: Negative
Text: know get things want life get feel like least fixing mouth say https co tegoryjzwq | Sentiment: Negative
Text: slydevil damn right kinda hate system lay poor sucks | Sentiment: Negative
Text: curand voi fi pe ro thx blogway si cnsc | Sentiment: Negative
Text: edwinksl stanford summit short video http www youtube com watch yaxcviju xq remebering magical funtastic roller coaster ride | Sentiment: Negative
Text: middle school wanted emo judge | Sentiment: Negative
Text: happy birthday | Sentiment: Negative
Text: oh god jim acosta woman fucking abuse think trump done fucking women https co | Sentiment: Negative
Text: newly married husband wonderful love much much love suicidal honestly cant figure days absolutely fine happy positive excited life hits depression crippling anxiety suicidal thoughts cut cry crumble days like cant believe anyone cares except husband feel like dont deserve sometimes push away whats wrong cant shake thought everyone would better without especially husband | Sentiment: Positive
Text: khalidh nothing blogworld expo schedule stage netbook travel tho | Sentiment: Negative
Text: thanks aylesbury audi quick service fitting shiny new number plates | Sentiment: Negative
Text: feel like one cares want die maybe feel less lonely | Sentiment: Positive
Text: today one year ago lost neighbour friend suicide quote got worst https co | Sentiment: Negative
Text: hootsuite monetizing twitter shurely shum mishtake http ow ly | Sentiment: Negative
Text: feel sorry followers cause posts probably take entire page | Sentiment: Negative
Text: tinacook morning tina fact something great something big | Sentiment: Negative
Text: wow back longest ever non stop run miles truly know sore legs feel like delighted tho | Sentiment: Positive
Text: greetings jason far twitter great today thanks taking moment us enjoy swim hugs angel | Sentiment: Negative
Text: blood runs instrument song https co | Sentiment: Negative
Text: mikeyway liking | Sentiment: Negative
Text: tired living life | Sentiment: Negative
Text: want doctor | Sentiment: Negative
Text: good morning mirandaanzures eight hours noodles positive thing think right | Sentiment: Negative
Text: going beautiful day going new granddaughter | Sentiment: Negative
Text: guys mean would never wake friends | Sentiment: Negative
Text: mesh mohm wanted know softest person came miserable life oh sweet | Sentiment: Negative
Text: disappearing wake theres nothing afraid even night changes never change | Sentiment: Negative
Text: tired living niggas months go | Sentiment: Negative
Text: vespertitties god kill literally fuckin hang stab burn alive | Sentiment: Negative
Text: tommcfly hot chocolate xx | Sentiment: Negative
Text: great feeling never gave well done bewiser kept cool head weekend age nothing https co | Sentiment: Negative
Text: aprilmcvey whyy dont update somemore mom blessed day | Sentiment: Negative
Text: cheated gf drunk wan na kill didnt know shitfaced drunk alone gf friends hate cheating dont want feel pain anymore | Sentiment: Positive
Text: someone want love passion heart soul return kind measure greatest gift | Sentiment: Negative
Text: yo mate working like charm prepared tweet feed interesting people follow find | Sentiment: Negative
Text: rt breakfastnews regional australia would siberia without abc | Sentiment: Negative
Text: fuck looses damn keys hate | Sentiment: Negative
Text: wan na die pls tired everything | Sentiment: Negative
Text: donalmacintyre ello fab doi im going tour tmwr cant wait xxx | Sentiment: Negative
Text: dancemasstv thanks think | Sentiment: Negative
Text: alonpeer man tips ideas | Sentiment: Negative
Text: want engineer | Sentiment: Negative
Text: want sun walking beach joey | Sentiment: Negative
Text: sexually harassed crush feel like place world long time half year touching crush interested without consent work alongside part tight group friends see every day every single time try touch stare sometimes even take pictures recently realized implications done hurting feel like betrayed something completely values want change know amafraid lose live cant get stop touching | Sentiment: Positive
Text: hate rate group members always rate higher rate knowing damn https co | Sentiment: Negative
Text: watched wwe since extreme rules begin last night monday night raw suicide note | Sentiment: Negative
Text: wookim consensus | Sentiment: Negative
Text: xdcd saying | Sentiment: Negative
Text: rt voidpaola lololololol hate trust people ugly pictures break trust like lol damn ok lik | Sentiment: Negative
Text: rt jmattjmattjmatt trying go pre game hear ay come take pic family oh well happy | Sentiment: Negative
Text: rt postroz call theresa may tried flatter trump congratulations gop wins midterms responded berating th | Sentiment: Negative
Text: want give afraid even touch equipment much less pack | Sentiment: Positive
Text: elleeseymour realise trustee loads find rase structure quite confusing | Sentiment: Negative
Text: feel infinite sadness soul feel lonely empty disappointed desperate distressed https co | Sentiment: Negative
Text: mennard fun bet unearth sorts goodies | Sentiment: Negative
Text: tired | Sentiment: Negative
Text: rt tomorrowithryu hate fact true dojae surgery dojae endure pain alone without segye altou | Sentiment: Negative
Text: want one http bit ly | Sentiment: Negative
Text: chillin | Sentiment: Negative
Text: good morning | Sentiment: Negative
Text: workplace gets much better good weather strikes http tinyurl com | Sentiment: Negative
Text: beans toast simona get better | Sentiment: Negative
Text: fisbeed get back work | Sentiment: Negative
Text: cant loose enough blood period die ugh idk go see doctor https co | Sentiment: Negative
Text: sanguivori kaycee glenn dont want anymore wish dead | Sentiment: Positive
Text: fell love courage sincerity flaming self respect love beginning everything | Sentiment: Negative
Text: rt axelsoup false information hanyu never study like person wake take ent | Sentiment: Negative
Text: rt andreamvaldez trumpy bear average meme bred merch gone viral appeals everyone one https co | Sentiment: Negative
Text: hey black hair suits way | Sentiment: Negative
Text: hate war daily hate living home like bc told emotions matter https co | Sentiment: Negative
Text: rt damnitdolann fucking hate whole family making feel fat done feeling bad body const | Sentiment: Negative
Text: healthwarrior watched pot never boiled mate distraction name game | Sentiment: Negative
Text: dunno phones done dirty made videos ex cos face recognition background https co | Sentiment: Negative
Text: spent day research feeling great achievement | Sentiment: Negative
Text: raawry lol good id dress twitt bird listen twit podcast night apattys thanks | Sentiment: Negative
Text: shruticute hmmm mom well thanni thelichu vettutaanga | Sentiment: Negative
Text: poor littlebrownpen fortunately good sense humor | Sentiment: Negative
Text: nellclothing tdmphotography crikey check manfrotto worshipers | Sentiment: Negative
Text: open birthday presents | Sentiment: Negative
Text: looking american suicide statistics shocked see white men lead right https co zlytwuxvbq | Sentiment: Negative
Text: amazing people life encourage nothing except positive thank lord blessing | Sentiment: Negative
Text: yeah going neither good hope | Sentiment: Negative
Text: best thing pop twitter day cracks billy | Sentiment: Negative
Text: hate | Sentiment: Negative
Text: sldalby yes xx | Sentiment: Negative
Text: dmitricain ok thanks getting twitter yet | Sentiment: Negative
Text: home sweet home shower time | Sentiment: Negative
Text: cathay pacific wanted say big thank great airline travel writer things like mean lot | Sentiment: Negative
Text: suziam bout something bit lo fi dictation failing one projected keyboards | Sentiment: Negative
Text: called yesterday guidance counselor office thought something bad id blocked https co | Sentiment: Negative
Text: hi fuck life lately | Sentiment: Negative
Text: ok everyone racing weekend dm picture car amp make model put blog | Sentiment: Negative
Text: baikini want using phone | Sentiment: Negative
Text: wait new star trek movie comes looks good | Sentiment: Negative
Text: want sense magic without touch | Sentiment: Negative
Text: muffin guy said please somebody kill felt shit | Sentiment: Negative
Text: laurene planning transit anyway | Sentiment: Negative
Text: got twitter ipod touch yaaaaaay | Sentiment: Negative
Text: orange tv iphone app really disappointing low quality video streams obviously nothing interesting tv | Sentiment: Negative
Text: rt camerondallas love anything get hurt | Sentiment: Negative
Text: time fly ord dca ord clt clt ord iad mco mco ord hm time date night | Sentiment: Negative
Text: says watched mall cop http plurk com | Sentiment: Negative
Text: great | Sentiment: Negative
Text: wahmbizbuilder absolutely due melb time soon | Sentiment: Negative
Text: fucking lunatic get angry terrible need work bad end somethi https co | Sentiment: Negative
Text: declanshalvey yea right shite | Sentiment: Negative
Text: trying find something formal wear casual closet jeans popculture shirt good enough | Sentiment: Negative
Text: sam johnson ya | Sentiment: Negative
Text: rt capcomfighters congratulations taking asia regional finals title thanks yoshi onochin giving | Sentiment: Negative
Text: beijingboyce quot ice quot | Sentiment: Negative
Text: want start feeling neglected | Sentiment: Negative
Text: pinkfrangipani take river sydenee | Sentiment: Negative
Text: idazz even run far yet | Sentiment: Negative
Text: one perks working nyse ger | Sentiment: Negative
Text: going back straighten hair download nds roms first though | Sentiment: Negative
Text: fake news went ballistic get ready thought fake news bad deep fakes https co lnxcyfrktk | Sentiment: Negative
Text: hzilionis thing remember obsessing sucks energy could put new story say kick worry curb | Sentiment: Negative
Text: tommcfly http twitpic com hide well everyone | Sentiment: Negative
Text: slxmdunk united kingdom pamaj hapens dont want anymore | Sentiment: Positive
Text: dont want anymore em | Sentiment: Positive
Text: damn fucken hate shopping bc feel sooooo broke like even enjoy anymore | Sentiment: Positive
Text: great wonderful worth except enough anyones first choice everyone tells wonderful enough loved like love others put aside everything people crazy hold job nothing really loved entitled dont even right die terms asshole angry upset people treat like shit cant bothered wheni amhurt | Sentiment: Positive
Text: destroy opportunities going kill accident get worse mean https co | Sentiment: Negative
Text: monicalewinsky vanityfair cares happened past nothing apologize hillar https co | Sentiment: Negative
Text: misspolyamory maybe hugs need | Sentiment: Negative
Text: guess posted universal causality http universalcausality wordpress com thoughts mens room | Sentiment: Negative
Text: god fuck im dumb fucking idiot called personal instead sick guess whos getting third reprimand https co | Sentiment: Negative
Text: wiggly thank example code many bugs make easy automate | Sentiment: Negative
Text: classrooms working right | Sentiment: Negative
Text: like want shove knife fucking stomach hate god damn much | Sentiment: Positive
Text: miamiadc good morning | Sentiment: Negative
Text: hate okay hate fucking want kill bc want leave family st https co | Sentiment: Negative
Text: sannymoorby horrible want commit suicide dont want anymore | Sentiment: Positive
Text: auntiecelene think going try making newspaper thingies year got lot herbs grow | Sentiment: Negative
Text: train shopping yay | Sentiment: Negative
Text: gooooooood morning | Sentiment: Negative
Text: paper works eve birthnight http plurk com | Sentiment: Negative
Text: overwhelmed enjoy | Sentiment: Negative
Text: helloitsliam todd loves steps | Sentiment: Negative
Text: love love | Sentiment: Negative
Text: chillin lucy beautiful day today | Sentiment: Negative
Text: maufeitioblog obviously | Sentiment: Negative
Text: wan na go sleep forever never wake im tired | Sentiment: Negative
Text: danielhilton know real bf fell asleep amp editing video xo | Sentiment: Negative
Text: find nice words tel domain http wortsuchen de ends length tel haha | Sentiment: Negative
Text: emwinward hate damn autocorrect | Sentiment: Negative
Text: dundrum martin | Sentiment: Negative
Text: lucyinglis unexpectedly put one rabbits last week hurts like hell bad enough https co | Sentiment: Negative
Text: got shower nothing says wake like body lotion hair | Sentiment: Negative
Text: samotage channel time prog politicians formal training bathe simplexity la cnutroy | Sentiment: Negative
Text: im gon na lok argos catalouge summ bday pressies look online | Sentiment: Negative
Text: reading interesting articles extranet surprisingly good stuff | Sentiment: Negative
Text: suitelifeofkell stole shirt sold ebay | Sentiment: Negative
Text: missxmarisa oh sounds like top movie really know hah | Sentiment: Negative
Text: morninggggg alarm went two hours go | Sentiment: Negative
Text: schofe | Sentiment: Negative
Text: like thesis chapter go like oso like already filled lazy ass extra da https co | Sentiment: Negative
Text: watching arthur cos way cool | Sentiment: Negative
Text: rt please tired everything discordapp coffee maker popup tel | Sentiment: Negative
Text: juliankimmings commiserations bad heard | Sentiment: Negative
Text: somebody please kill life gets stupid | Sentiment: Negative
Text: jaredleto hey ho jared vegan hope right | Sentiment: Negative
Text: eating kebab sun sounds like bad song title ha one | Sentiment: Negative
Text: thanks unltdworld danlehner enternships com plugs | Sentiment: Negative
Text: ive lost lot interest nascar dont think tweet much anymore still want friends something follow less popular twitter page gutcheez friends | Sentiment: Positive
Text: wow want die somebody fucking kill please https co | Sentiment: Negative
Text: zergmoney tweet dreams | Sentiment: Negative
Text: playing clarinet makes happy | Sentiment: Negative
Text: found st thomas waiting | Sentiment: Negative
Text: rt mredtrain neverforget keeps amp family safe amp free usmc usarmy usnavy usaf uscg https co | Sentiment: Negative
Text: rt mileycyrus completely devestated fires affecting community one lucky ones animals love life made | Sentiment: Negative
Text: busy day update tonight | Sentiment: Negative
Text: michael jackson sad existance man already met alanis prince last hope keep faith | Sentiment: Negative
Text: starrybluesky hello back ya thank | Sentiment: Negative
Text: ruby ruby ruby ruby taken delivery new beginning ruby book whoop whoop another languag http tinyurl com | Sentiment: Negative
Text: juliejoyce sounds pretty fine pleased hear creepy cup tea | Sentiment: Negative
Text: xsophiejane malese answered question twitter check outt malese twitter youu | Sentiment: Negative
Text: wheat thins diet dr pepper breakfast champions people wake late grab first thing find | Sentiment: Negative
Text: tired | Sentiment: Negative
Text: rt shorouqad choose job love never work day life happy future amazing students | Sentiment: Negative
Text: brendonuriesays trohman hope guys safe flight | Sentiment: Negative
Text: think going redecorate living room tired moving stuff around | Sentiment: Negative
Text: chinewinelover | Sentiment: Negative
Text: mntntop fuck shit want dead dont anymore https co | Sentiment: Negative
Text: reading group called dignitas switzerland provide assisted suicide via drugs member become member administers anyone insight americans travelling purpose apparently helped many british german citizens pass peacefully | Sentiment: Negative
Text: ohvember portland every kid tantrum today dont want dont want hear anymore crying want go home pet dog | Sentiment: Positive
Text: oh puns bad bad puns think quite like new clear sounds though | Sentiment: Negative
Text: npr things literally everyday occurrence family ever since parents came country https co tycbrfobgc | Sentiment: Negative
Text: reminder sr release date set easter sunday | Sentiment: Negative
Text: rt amnotjake fucking tired living smart athletic attractive talented fucking | Sentiment: Negative
Text: work slave really feel like purpose life make higher man money parents forcing college much plate owe lot money know easy way really tired issues top dealing tensions america well want rest | Sentiment: Positive
Text: vamp queen course | Sentiment: Negative
Text: freekaavan another year passed still alone sad suffering ever live dignity https co | Sentiment: Negative
Text: crystalweb sallyormond briar copywriting awesome combination | Sentiment: Negative
Text: everyone knows want kill nobody really acknowledges though even would inevitable nobody would give shit true amfucking sick like years suicidal thoughts time theyve become disgustingly close becoming reality fucking scared want die know maybe | Sentiment: Positive
Text: arreeyy mad wat wit coz maine bhi intro hi start kiya | Sentiment: Negative
Text: life purpose broke lonely miserable life sack shit family legitimately hate poor friends dont hear unless get touch first single almost decade generally ok single depression grinds world halt doctors dont help nobody around seems understand gone years tired cant want lay die quietly want life disappear | Sentiment: Positive
Text: phillies game becca tonight | Sentiment: Negative
Text: rq woodward lol love | Sentiment: Negative
Text: rt delaneykazee tired living country become taking sides bitch love respect | Sentiment: Negative
Text: valvert nice day | Sentiment: Negative
Text: mileycyrus love jesus im getting ready school lt | Sentiment: Negative
Text: update phone real quick car whole god damn time really fucking hate https co | Sentiment: Negative
Text: rt joonswrlds jimin happy love jimin bts twt https co | Sentiment: Negative
Text: take time think date want take tomorrow look engagement rings | Sentiment: Positive
Text: bit happier found chanel sunglasses | Sentiment: Negative
Text: adam sandler became shit predicted future mental state | Sentiment: Negative
Text: rt skupor incredibly sad poignant story suicide https co | Sentiment: Negative
Text: got box pick tomorrow priscilla gilmoregirlc | Sentiment: Negative
Text: rt maddierawrk brother died depression also frequently exercised supportive friends family successful school amp | Sentiment: Negative
Text: rt mkoirala keep going forward matter motivation success life | Sentiment: Negative
Text: life way good feel angry miserable time | Sentiment: Negative
Text: wan na fucking anymore | Sentiment: Negative
Text: italian basic | Sentiment: Negative
Text: haircut feeling fresh clean | Sentiment: Negative
Text: data gov comes life even form jpeg image great things start like http data gov | Sentiment: Negative
Text: unfollow gon na talk aboutfor therestof miserable life https co orvryqqkby | Sentiment: Negative
Text: nicolaisbombay thought meant destiny cause song hahaha yes coming | Sentiment: Negative
Text: tired living childish people | Sentiment: Negative
Text: dog end passing life seriously tumbling downwards spiral life shes life | Sentiment: Negative
Text: watched chris moyles quiz night last night alan carr funny best | Sentiment: Negative
Text: rustyrockets big piece rainbow shine big shine bright see sparkle friends forever | Sentiment: Negative
Text: danielledeleasa hair cut looks really good | Sentiment: Negative
Text: end day point life truly give fuck give fuck https co | Sentiment: Negative
