Text: make lunch | Sentiment: Positive
Text: lincoln ne rt lolithicc im sorry really want life end im sorry drank week straight sorry hard say gon na fine | Sentiment: Negative
Text: bruh hate hot guy never see say one thing like damn would cute http co gbaysqyrwu | Sentiment: Negative
Text: make hate damn thing | Sentiment: Positive
Text: overthink everything life make believe thing end disappoint stress ugh | Sentiment: Positive
Text: joyciebo hi cutie welcome twitternation | Sentiment: Positive
Text: chill wit boy | Sentiment: Positive
Text: dont long leave past month worst week ago go date guy go place afterwards try force go farther want go ive afraid even hang guy since next day fire job spent whole rest week alone fill job app didnt help depression next week start issue go get test found gotten gonorrhea guy try force go dinner friend house car end get towed owe mom almost attempted suicide day last week start work last week get partial paycheck start amcurrently bank account behind bill dont know much check gon na help dont fight left anymore | Sentiment: Negative
Text: robsessedblog http tinypic com drbadi jpg mine | Sentiment: Negative
Text: tomorrow go great altho get eat dinosaur im blame sophie | Sentiment: Positive
Text: sick tired people put much energy shit ship help liv http co | Sentiment: Negative
Text: love credit crunch | Sentiment: Positive
Text: realdonaldtrump already least france one die loss everything get sick amp least https co | Sentiment: Negative
Text: cakeandcommerce one hugh eastern standard definitely one planning making future | Sentiment: Positive
Text: mizphenomenal god write type | Sentiment: Positive
Text: reason havent kill terrified worse stuck ghost crap like however much want live really simply stand pain reality way people treat | Sentiment: Negative
Text: royaltybites slumdog millionaire omg new one jam patterson | Sentiment: Positive
Text: hey guy home watching telly | Sentiment: Positive
Text: crush boy nice smile co ask number hmm | Sentiment: Negative
Text: jonathanrknight aww really sweet hope come back uk would great see xxx | Sentiment: Positive
Text: limyh eh get face la kawans right staronline | Sentiment: Positive
Text: become hot persistent day rest heavily tire flower | Sentiment: Positive
Text: tashuurrx rt jaemverse dont want anymore | Sentiment: Negative
Text: blew hella money joann damn hate love make shit | Sentiment: Positive
Text: damn movie glass hate | Sentiment: Positive
Text: prepare death let thing go one last thing let go try get people panic attempt save could feel good real somewhere share whats go wonder make someone else feel less alone perhaps | Sentiment: Negative
Text: year old daughter overdose gram wellbutrin zoloft try hard make right airlift child hospital laying hospital bed unresponsive muscle jerk scariest day life child entire world heart soul raise never want lose little girl little eccentric side heart gold never meet stranger ever since grade start get bully teacher really anything way cop go wake school morning find cover vomit hallucinate seizure hour probably find feel like way want make bad go away help cope know turn | Sentiment: Negative
Text: band director say quot king julian would say play like pansy quot lol | Sentiment: Positive
Text: ugly life ugh fair wan na cute least one era miserable life | Sentiment: Positive
Text: tire everything please let die | Sentiment: Positive
Text: amandafpatton haha well never permanent state offline | Sentiment: Positive
Text: danceoflife twig mean financial presentation yes look home mail today | Sentiment: Positive
Text: need job revolve around promote mental health think grimy make money http co | Sentiment: Negative
Text: thought kill get louder | Sentiment: Positive
Text: know try hard make life work live life husband literally refuse take http co | Sentiment: Negative
Text: zannahthatsme kota kinabalu johor bahru rt tendrx honestly pain dont want anymore | Sentiment: Negative
Text: rt breathiingo wan na die deserve piece anything belong anywhere sick tire everything peop | Sentiment: Negative
Text: peterparros agree everything except benny tire character bore need die ijs | Sentiment: Positive
Text: timelkington dont tim dream nite spend use discount send last week | Sentiment: Positive
Text: vrouwholle aww proud first reply take update haha | Sentiment: Positive
Text: love sun upset cant make picnic thurs | Sentiment: Positive
Text: happy birthday paul lander | Sentiment: Positive
Text: please somebody come fucking kill im love http co | Sentiment: Negative
Text: tire living world | Sentiment: Positive
Text: rt saw quote pinterest say stand god end life hope single bi | Sentiment: Positive
Text: balsamicth hit hate happens hate yet constantly https co | Sentiment: Negative
Text: http twitpic com im love great workspace | Sentiment: Negative
Text: jeicky cat thanks | Sentiment: Positive
Text: ddlovato good morning | Sentiment: Positive
Text: safe suicidal make attempt year yet nobody seem get honestly cant say go kill today keep break cry dont know hate | Sentiment: Negative
Text: much happier amp better without weak fake lame leave alone need anyway bigslime | Sentiment: Positive
Text: jennw thank | Sentiment: Positive
Text: adoredesalon need put site know cause u blogger love free wifi awesome | Sentiment: Positive
Text: nanaraine imagine would exactly close | Sentiment: Positive
Text: bobbyllew could embarrass least remembered time today time tomorrow small mercy | Sentiment: Positive
Text: rt lsubonnette feel go great day get meet john stockton game | Sentiment: Negative
Text: shesouldeep yup | Sentiment: Positive
Text: kissability actually listen chopin dark right | Sentiment: Positive
Text: whenever dream mom lately still alive never go away https co | Sentiment: Negative
Text: rt aprilmaejackson xxxtentacion know much help hard time deserve die | Sentiment: Positive
Text: hate feeling point think cling onto life wait right set circumstance let go feelings keep hold back hate hate feel hate every one theres something comfort idea nonexistence something comfort idea nothing long | Sentiment: Negative
Text: sorry people arent toxic wanted friend | Sentiment: Positive
Text: np lol hhmm danny jordan join danny maybe jordan hope | Sentiment: Positive
Text: codeine ativan sleep med alcohol tell shouldnt hopeless ready give | Sentiment: Positive
Text: go kill weekend dont see reason stay alive nothing change enough make want stay rap kid people sex object good bye everyone | Sentiment: Negative
Text: get crush | Sentiment: Positive
Text: rt people want dead even claim really alive | Sentiment: Negative
Text: want businessman futer | Sentiment: Positive
Text: mafumafu oh sh oh od scramble get everything pack | Sentiment: Positive
Text: pjgariel yeah still chilly posed return normal temp week gon na spend time girl week | Sentiment: Positive
Text: tuesday great metropolis hanover could better | Sentiment: Positive
Text: long live life | Sentiment: Positive
Text: rt helmandc know think sad cowboy play today day team lose occasion worth celebrate | Sentiment: Positive
Text: annaarco gain weight one people everybody hat loose weight cake cooky diet | Sentiment: Positive
Text: earsn baby tire | Sentiment: Positive
Text: aussie ali heidiheartshugs toothpaste use whiten stuff bleach burn layer skin | Sentiment: Positive
Text: aylush firstly thank secondly kite runner historically | Sentiment: Positive
Text: suck man really know anymore rash decision rash decision control ove http co | Sentiment: Negative
Text: mess run med havent strength energy go refill go class today end sit sidewalk ugly cry make people think fuck headcase sleep never feel rest alone new town friend want someone sit talk hang bring cat strange place cant leave think theyve abandon take three hour nap get headache still tire clean laundry room clusterfuck havent comb hair day eat instead thing need donei amlying try avoid intrusive self harm thoughtsi amlazy awful cant get stop | Sentiment: Negative
Text: come home stoke bear afternoon mikeyj alton tower tomorrow | Sentiment: Positive
Text: stream two episode riverdale hate damn much data | Sentiment: Positive
Text: tweetie well impressive spot spot http twitpic com | Sentiment: Negative
Text: tire living | Sentiment: Positive
Text: get ta go bank tomorrow see fuck go problem week ago bi http co | Sentiment: Negative
Text: therealnph yeah cool bookshelf get one various book pin wall | Sentiment: Positive
Text: enough shameless book plug | Sentiment: Positive
Text: get attach easily one thing hate end worst enemy damn time | Sentiment: Negative
Text: betchbelleza rt jaemverse dont want anymore | Sentiment: Negative
Text: thanks posh totty cant wait get home work tonight reason | Sentiment: Positive
Text: bad habit difficult identify work life careerinspiration careergrowth habit | Sentiment: Positive
Text: nearly holidays hand camp | Sentiment: Positive
Text: tire everything cant wait die | Sentiment: Positive
Text: health anxiety prompt bad thought head struggle month health issue year old male pessimistic nature make think worst hand foot currently tingle burn keep picture wheelchair burden family girlfriend suicide thought come mind prefer put sudden end everything instead deteriorate day day lose motor cognitive function life already hard health fail first time | Sentiment: Negative
Text: daniel | Sentiment: Positive
Text: brightlydusted friend know online last night finally add messenger | Sentiment: Positive
Text: btchtits leven scotland dont want anymore | Sentiment: Negative
Text: agpublic see link think might like http bit ly | Sentiment: Negative
Text: young man get tired staying world call living world fee http co | Sentiment: Negative
Text: patient hate want die | Sentiment: Positive
Text: davethackeray lol saw hahaha fun day exploration experimentation | Sentiment: Positive
Text: michaelgrainger scyranth giggle ya awesomesauce | Sentiment: Positive
Text: cut wrist black eye | Sentiment: Positive
Text: rt rikis since talk abt hey uhh remember yanderedev say intellectually disabled people deserve die play rapel | Sentiment: Positive
Text: never know grandfather death hard mother like guess maybe think wa https co | Sentiment: Negative
Text: rt tweet real life awkward conversation starter stranger | Sentiment: Positive
Text: eat ed waffle icecream cream chocolate sauce omgosh amaze | Sentiment: Positive
Text: wow im sooo sad everything plan go leave home amp go college denver yo https co | Sentiment: Negative
Text: snigdha expect | Sentiment: Positive
Text: many time position fuck mother realise stay either ki http co | Sentiment: Negative
Text: want kill | Sentiment: Positive
Text: zephrode comme je le dis si bien let hate god fuck damn | Sentiment: Negative
Text: hello people facebook like way spamming newsfeeds twitter | Sentiment: Positive
Text: bcuban popehat lawyer diagnose depression brother swear http co | Sentiment: Negative
Text: get blow worst team league wear gon na suicide note http co | Sentiment: Negative
Text: maybe think deserve die | Sentiment: Positive
Text: good pretend ok look like shit dont smile still acne black circle eye pale skin cuz never leave house go school people stare every day point laugh give disgusted look tell ugly look like fuck methhead fuck depress many reason think worst one also social anxiety dont friend never gf try talk someone turn red embarrassing already attempt suicide last month still feel like shit | Sentiment: Negative
Text: tire live need immediately like regular deodora https co | Sentiment: Negative
Text: want come home right school | Sentiment: Negative
Text: hellomonette buk cdo dont want anymore | Sentiment: Negative
Text: rt eekrawk sister law sana leave right nice hire family member create conflict | Sentiment: Positive
Text: debt kill thursday go stab stomach take lot pill sure yet sorry spell grammar sure nobody care anyways | Sentiment: Positive
Text: afternoon | Sentiment: Positive
Text: today almost kill almost hit car | Sentiment: Positive
Text: always great hear actor direct try encourage join twitter | Sentiment: Positive
Text: shannonrenee | Sentiment: Positive
Text: want go park | Sentiment: Negative
Text: last hour england | Sentiment: Positive
Text: mcherrywv pleasant right thank ppl ur best | Sentiment: Positive
Text: many people wan na rip really | Sentiment: Positive
Text: love sleeping finish | Sentiment: Positive
Text: spindlestudios yes exceptionally talented goose work brioso well understand | Sentiment: Positive
Text: everyone follow kade | Sentiment: Positive
Text: glamlifeguru omg theres fire craziness goin cant go home cause people seriously https co | Sentiment: Negative
Text: olimould lewis | Sentiment: Positive
Text: honestly tire everything die already | Sentiment: Positive
Text: um woooo | Sentiment: Positive
Text: female fuck head blame nigga fuck get ta take accountability http co | Sentiment: Negative
Text: wan na fuck die im tire feel pain constantly god need leave alone cry wallow misery feel better | Sentiment: Negative
Text: dont tell people feel pretty sure nobody care even writing brings anxiety know interact people wish could cry sleep never wake one would every truly miss | Sentiment: Negative
Text: play gardna ft pistols tone trump amp drop die alone remix dirty street style radio | Sentiment: Positive
Text: bed time | Sentiment: Positive
Text: bore easter send note msn love chat people msn ninaalbertsen gmail com | Sentiment: Positive
Text: know absolutely power yet whole thing dead forget https co | Sentiment: Negative
Text: rt everyday hate life really feel im destine miserable forever | Sentiment: Negative
Text: daycare damn expensive reason im get discount owner know aunt https co | Sentiment: Negative
Text: sad see firetruck front building first think look case someone https co | Sentiment: Negative
Text: hahaha everyone | Sentiment: Positive
Text: woke good morning everyonee | Sentiment: Positive
Text: anymore hope senior college want die fit feel like one care everyday wake try tell today new day work hate everything feel alone one care look even want get morning want end end suffer pain want feel nothing anxiety depression leave alone know turn keep anymore | Sentiment: Negative
Text: gilloux hope plan kennel launch party | Sentiment: Positive
Text: tylersdunflower trench feeling happy | Sentiment: Positive
Text: live hardcore empath hard tired nice put emotional labor undeserving | Sentiment: Positive
Text: allanahk character yr last tweet make cut | Sentiment: Positive
Text: united state everything cancerous like cant even remember anymore corporate crap always freak stupid want watch youtube video dont want force feed stupid product every time go online like cable tv | Sentiment: Negative
Text: please forgive try get help dont know else say tired burden everyone else tire everyone writing cant help try get help plan week longer part world | Sentiment: Negative
Text: feel like time come soon like run time enough ready call quits attempt time afford fail many different pill way end need figure best time maybe tonight maybe tomorrow know | Sentiment: Negative
Text: dont know anymore word make life living hell matter say sudden absence happiness know sadness nothing look forward fuck chance even something decent job girlfriend absolutely nothing motivate point dont even know still alive pain alive | Sentiment: Negative
Text: nice lunch time work | Sentiment: Positive
Text: thx | Sentiment: Positive
Text: work lot russian socal office look completely miserable whenever see https co | Sentiment: Negative
Text: hello world ti first tweet | Sentiment: Positive
Text: pete brown | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: suicide become new world desperately search answer know bes http co | Sentiment: Negative
Text: anyone great success story twitter would love hear story dm | Sentiment: Positive
Text: awesome believe jealous sorta dont wan na go dance tonight someone else drive | Sentiment: Negative
Text: sixer get best team east warrior vs sixer chip | Sentiment: Positive
Text: watch old stuff youtube ahhh memory | Sentiment: Positive
Text: know get thing want life get feel like least fix mouth say https co tegoryjzwq | Sentiment: Negative
Text: slydevil damn right kinda hate system lay poor suck | Sentiment: Positive
Text: curand voi fi pe ro thx blogway si cnsc | Sentiment: Positive
Text: edwinksl stanford summit short video http www youtube com watch yaxcviju xq remebering magical funtastic roller coaster ride | Sentiment: Negative
Text: middle school want emo judge | Sentiment: Positive
Text: happy birthday | Sentiment: Positive
Text: oh god jim acosta woman fuck abuse think trump do fuck woman https co | Sentiment: Negative
Text: newly marry husband wonderful love much much love suicidal honestly cant figure day absolutely fine happy positive excited life hit depression cripple anxiety suicidal thought cut cry crumble day like cant believe anyone care except husband feel like dont deserve sometimes push away whats wrong cant shake think everyone would better without especially husband | Sentiment: Negative
Text: khalidh nothing blogworld expo schedule stage netbook travel tho | Sentiment: Positive
Text: thanks aylesbury audi quick service fit shiny new number plate | Sentiment: Positive
Text: feel like one care want die maybe feel le lonely | Sentiment: Negative
Text: today one year ago lose neighbour friend suicide quote get worst http co | Sentiment: Negative
Text: hootsuite monetize twitter shurely shum mishtake http ow ly | Sentiment: Negative
Text: feel sorry follower cause post probably take entire page | Sentiment: Positive
Text: tinacook morning tina fact something great something big | Sentiment: Positive
Text: wow back longest ever non stop run mile truly know sore legs feel like delighted tho | Sentiment: Negative
Text: greeting jason far twitter great today thanks take moment u enjoy swim hug angel | Sentiment: Positive
Text: blood run instrument song http co | Sentiment: Negative
Text: mikeyway like | Sentiment: Positive
Text: tire living life | Sentiment: Positive
Text: want doctor | Sentiment: Positive
Text: good morning mirandaanzures eight hour noodle positive thing think right | Sentiment: Positive
Text: go beautiful day go new granddaughter | Sentiment: Positive
Text: guy mean would never wake friend | Sentiment: Positive
Text: mesh mohm want know softest person come miserable life oh sweet | Sentiment: Negative
Text: disappear wake there nothing afraid even night change never change | Sentiment: Positive
Text: tired living niggas month go | Sentiment: Positive
Text: vespertitties god kill literally fuckin hang stab burn alive | Sentiment: Positive
Text: tommcfly hot chocolate xx | Sentiment: Positive
Text: great feel never give well do bewiser keep cool head weekend age nothing http co | Sentiment: Negative
Text: aprilmcvey whyy dont update somemore mom bless day | Sentiment: Positive
Text: cheat gf drunk wan na kill didnt know shitfaced drunk alone gf friend hate cheat dont want feel pain anymore | Sentiment: Negative
Text: someone want love passion heart soul return kind measure greatest gift | Sentiment: Negative
Text: yo mate work like charm prepare tweet feed interesting people follow find | Sentiment: Positive
Text: rt breakfastnews regional australia would siberia without abc | Sentiment: Positive
Text: fuck loose damn key hate | Sentiment: Negative
Text: wan na die pls tired everything | Sentiment: Positive
Text: donalmacintyre ello fab doi im go tour tmwr cant wait xxx | Sentiment: Positive
Text: dancemasstv thanks think | Sentiment: Positive
Text: alonpeer man tip idea | Sentiment: Positive
Text: want engineer | Sentiment: Positive
Text: want sun walk beach joey | Sentiment: Positive
Text: sexually harass crush feel like place world long time half year touch crush interested without consent work alongside part tight group friends see every day every single time try touch stare sometimes even take picture recently realize implication do hurt feel like betray something completely values want change know amafraid lose live cant get stop touching | Sentiment: Negative
Text: hate rate group member always rate higher rate know damn http co | Sentiment: Negative
Text: watch wwe since extreme rule begin last night monday night raw suicide note | Sentiment: Positive
Text: wookim consensus | Sentiment: Positive
Text: xdcd say | Sentiment: Positive
Text: rt voidpaola lololololol hate trust people ugly picture break trust like lol damn ok lik | Sentiment: Positive
Text: rt jmattjmattjmatt try go pre game hear ay come take pic family oh well happy | Sentiment: Positive
Text: rt postroz call theresa may try flatter trump congratulation gop win midterm respond berate th | Sentiment: Positive
Text: want give afraid even touch equipment much le pack | Sentiment: Negative
Text: elleeseymour realise trustee load find rase structure quite confuse | Sentiment: Positive
Text: feel infinite sadness soul feel lonely empty disappointed desperate distress http co | Sentiment: Negative
Text: mennard fun bet unearth sort goody | Sentiment: Positive
Text: tire | Sentiment: Positive
Text: rt tomorrowithryu hate fact true dojae surgery dojae endure pain alone without segye altou | Sentiment: Positive
Text: want one http bit ly | Sentiment: Negative
Text: chillin | Sentiment: Positive
Text: good morning | Sentiment: Positive
Text: workplace get much better good weather strike http tinyurl com | Sentiment: Negative
Text: bean toast simona get better | Sentiment: Positive
Text: fisbeed get back work | Sentiment: Positive
Text: cant loose enough blood period die ugh idk go see doctor http co | Sentiment: Negative
Text: sanguivori kaycee glenn dont want anymore wish dead | Sentiment: Negative
Text: fell love courage sincerity flame self respect love begin everything | Sentiment: Positive
Text: rt axelsoup false information hanyu never study like person wake take ent | Sentiment: Positive
Text: rt andreamvaldez trumpy bear average meme breed merch go viral appeal everyone one http co | Sentiment: Negative
Text: hey black hair suit way | Sentiment: Positive
Text: hate war daily hate living home like bc tell emotion matter https co | Sentiment: Negative
Text: rt damnitdolann fuck hate whole family make feel fat do feeling bad body const | Sentiment: Negative
Text: healthwarrior watch pot never boil mate distraction name game | Sentiment: Positive
Text: dunno phone do dirty make video ex cos face recognition background http co | Sentiment: Negative
Text: spent day research feel great achievement | Sentiment: Positive
Text: raawry lol good id dress twitt bird listen twit podcast night apattys thanks | Sentiment: Positive
Text: shruticute hmmm mom well thanni thelichu vettutaanga | Sentiment: Positive
Text: poor littlebrownpen fortunately good sense humor | Sentiment: Positive
Text: nellclothing tdmphotography crikey check manfrotto worshiper | Sentiment: Positive
Text: open birthday present | Sentiment: Positive
Text: look american suicide statistic shock see white men lead right http co zlytwuxvbq | Sentiment: Negative
Text: amaze people life encourage nothing except positive thank lord blessing | Sentiment: Positive
Text: yeah go neither good hope | Sentiment: Positive
Text: best thing pop twitter day crack billy | Sentiment: Positive
Text: hate | Sentiment: Positive
Text: sldalby yes xx | Sentiment: Positive
Text: dmitricain ok thanks get twitter yet | Sentiment: Positive
Text: home sweet home shower time | Sentiment: Positive
Text: cathay pacific want say big thank great airline travel writer thing like mean lot | Sentiment: Negative
Text: suziam bout something bit lo fi dictation fail one project keyboard | Sentiment: Positive
Text: call yesterday guidance counselor office think something bad id block http co | Sentiment: Negative
Text: hi fuck life lately | Sentiment: Positive
Text: ok everyone race weekend dm picture car amp make model put blog | Sentiment: Positive
Text: baikini want use phone | Sentiment: Positive
Text: wait new star trek movie come look good | Sentiment: Positive
Text: want sense magic without touch | Sentiment: Positive
Text: muffin guy say please somebody kill felt shit | Sentiment: Positive
Text: laurene plan transit anyway | Sentiment: Positive
Text: get twitter ipod touch yaaaaaay | Sentiment: Positive
Text: orange tv iphone app really disappointing low quality video stream obviously nothing interesting tv | Sentiment: Positive
Text: rt camerondallas love anything get hurt | Sentiment: Positive
Text: time fly ord dca ord clt clt ord iad mco mco ord hm time date night | Sentiment: Positive
Text: say watch mall cop http plurk com | Sentiment: Negative
Text: great | Sentiment: Positive
Text: wahmbizbuilder absolutely due melb time soon | Sentiment: Positive
Text: fuck lunatic get angry terrible need work bad end somethi http co | Sentiment: Negative
Text: declanshalvey yea right shite | Sentiment: Positive
Text: try find something formal wear casual closet jean popculture shirt good enough | Sentiment: Positive
Text: sam johnson ya | Sentiment: Positive
Text: rt capcomfighters congratulation take asia regional final title thanks yoshi onochin give | Sentiment: Positive
Text: beijingboyce quot ice quot | Sentiment: Positive
Text: want start feeling neglect | Sentiment: Negative
Text: pinkfrangipani take river sydenee | Sentiment: Positive
Text: idazz even run far yet | Sentiment: Positive
Text: one perk work nyse ger | Sentiment: Positive
Text: go back straighten hair download nd roms first though | Sentiment: Positive
Text: fake news go ballistic get ready think fake news bad deep fake https co lnxcyfrktk | Sentiment: Negative
Text: hzilionis thing remember obsess suck energy could put new story say kick worry curb | Sentiment: Positive
Text: tommcfly http twitpic com hide well everyone | Sentiment: Negative
Text: slxmdunk united kingdom pamaj hapens dont want anymore | Sentiment: Negative
Text: dont want anymore em | Sentiment: Negative
Text: damn fucken hate shopping bc feel sooooo break like even enjoy anymore | Sentiment: Negative
Text: great wonderful worth except enough anyones first choice everyone tell wonderful enough love like love others put aside everything people crazy hold job nothing really love entitle dont even right die term asshole angry upset people treat like shit cant bother wheni amhurt | Sentiment: Negative
Text: destroy opportunity go kill accident get worse mean http co | Sentiment: Negative
Text: monicalewinsky vanityfair care happen past nothing apologize hillar http co | Sentiment: Negative
Text: misspolyamory maybe hug need | Sentiment: Positive
Text: guess post universal causality http universalcausality wordpress com thought mens room | Sentiment: Negative
Text: god fuck im dumb fucking idiot call personal instead sick guess who get third reprimand http co | Sentiment: Negative
Text: wiggly thank example code many bug make easy automate | Sentiment: Positive
Text: classroom work right | Sentiment: Positive
Text: like want shove knife fuck stomach hate god damn much | Sentiment: Negative
Text: miamiadc good morning | Sentiment: Positive
Text: hate okay hate fuck want kill bc want leave family st http co | Sentiment: Negative
Text: sannymoorby horrible want commit suicide dont want anymore | Sentiment: Negative
Text: auntiecelene think go try make newspaper thingies year get lot herb grow | Sentiment: Negative
Text: train shopping yay | Sentiment: Positive
Text: gooooooood morning | Sentiment: Positive
Text: paper work eve birthnight http plurk com | Sentiment: Negative
Text: overwhelmed enjoy | Sentiment: Positive
Text: helloitsliam todd love step | Sentiment: Positive
Text: love love | Sentiment: Positive
Text: chillin lucy beautiful day today | Sentiment: Positive
Text: maufeitioblog obviously | Sentiment: Positive
Text: wan na go sleep forever never wake im tire | Sentiment: Positive
Text: danielhilton know real bf fell asleep amp edit video xo | Sentiment: Positive
Text: find nice word tel domain http wortsuchen de end length tel haha | Sentiment: Negative
Text: emwinward hate damn autocorrect | Sentiment: Positive
Text: dundrum martin | Sentiment: Positive
Text: lucyinglis unexpectedly put one rabbit last week hurt like hell bad enough http co | Sentiment: Negative
Text: get shower nothing say wake like body lotion hair | Sentiment: Positive
Text: samotage channel time prog politician formal train bathe simplexity la cnutroy | Sentiment: Positive
Text: im gon na lok argos catalouge summ bday pressies look online | Sentiment: Positive
Text: read interesting article extranet surprisingly good stuff | Sentiment: Positive
Text: suitelifeofkell stole shirt sell ebay | Sentiment: Positive
Text: missxmarisa oh sound like top movie really know hah | Sentiment: Positive
Text: morninggggg alarm go two hour go | Sentiment: Positive
Text: schofe | Sentiment: Positive
Text: like thesis chapter go like oso like already fill lazy as extra da http co | Sentiment: Negative
Text: watch arthur co way cool | Sentiment: Negative
Text: rt please tire everything discordapp coffee maker popup tel | Sentiment: Positive
Text: juliankimmings commiseration bad heard | Sentiment: Positive
Text: somebody please kill life get stupid | Sentiment: Positive
Text: jaredleto hey ho jar vegan hope right | Sentiment: Positive
Text: eat kebab sun sound like bad song title ha one | Sentiment: Positive
Text: thanks unltdworld danlehner enternships com plug | Sentiment: Positive
Text: ive lose lot interest nascar dont think tweet much anymore still want friend something follow le popular twitter page gutcheez friend | Sentiment: Negative
Text: wow want die somebody fuck kill please https co | Sentiment: Negative
Text: zergmoney tweet dream | Sentiment: Positive
Text: play clarinet make happy | Sentiment: Positive
Text: find st thomas wait | Sentiment: Positive
Text: rt mredtrain neverforget keep amp family safe amp free usmc usarmy usnavy usaf uscg http co | Sentiment: Negative
Text: rt mileycyrus completely devestated fire affect community one lucky one animal love life make | Sentiment: Positive
Text: busy day update tonight | Sentiment: Positive
Text: michael jackson sad existance man already meet alanis prince last hope keep faith | Sentiment: Positive
Text: starrybluesky hello back ya thank | Sentiment: Positive
Text: ruby ruby ruby ruby take delivery new begin ruby book whoop whoop another languag http tinyurl com | Sentiment: Negative
Text: juliejoyce sound pretty fine pleased hear creepy cup tea | Sentiment: Positive
Text: xsophiejane malese answer question twitter check outt malese twitter youu | Sentiment: Positive
Text: wheat thins diet dr pepper breakfast champion people wake late grab first thing find | Sentiment: Positive
Text: tire | Sentiment: Positive
Text: rt shorouqad choose job love never work day life happy future amazing student | Sentiment: Negative
Text: brendonuriesays trohman hope guy safe flight | Sentiment: Positive
Text: think go redecorate living room tire move stuff around | Sentiment: Positive
Text: chinewinelover | Sentiment: Positive
Text: mntntop fuck shit want dead dont anymore https co | Sentiment: Negative
Text: read group call dignitas switzerland provide assist suicide via drug member become member administers anyone insight american travel purpose apparently help many british german citizen pass peacefully | Sentiment: Positive
Text: ohvember portland every kid tantrum today dont want dont want hear anymore cry want go home pet dog | Sentiment: Negative
Text: oh pun bad bad pun think quite like new clear sound though | Sentiment: Positive
Text: npr thing literally everyday occurrence family ever since parent come country http co tycbrfobgc | Sentiment: Negative
Text: reminder sr release date set easter sunday | Sentiment: Positive
Text: rt amnotjake fuck tire live smart athletic attractive talented fucking | Sentiment: Negative
Text: work slave really feel like purpose life make higher man money parent force college much plate owe lot money know easy way really tired issue top deal tension america well want rest | Sentiment: Negative
Text: vamp queen course | Sentiment: Positive
Text: freekaavan another year pass still alone sad suffer ever live dignity http co | Sentiment: Negative
Text: crystalweb sallyormond briar copywriting awesome combination | Sentiment: Positive
Text: everyone know want kill nobody really acknowledge though even would inevitable nobody would give shit true amfucking sick like year suicidal thought time theyve become disgustingly close become reality fuck scar want die know maybe | Sentiment: Negative
Text: arreeyy mad wat wit coz maine bhi intro hi start kiya | Sentiment: Positive
Text: life purpose break lonely miserable life sack shit family legitimately hate poor friend dont hear unless get touch first single almost decade generally ok single depression grind world halt doctor dont help nobody around seem understand go year tire cant want lay die quietly want life disappear | Sentiment: Negative
Text: phillies game becca tonight | Sentiment: Positive
Text: rq woodward lol love | Sentiment: Positive
Text: rt delaneykazee tire living country become take side bitch love respect | Sentiment: Positive
Text: valvert nice day | Sentiment: Positive
Text: mileycyrus love jesus im get ready school lt | Sentiment: Positive
Text: update phone real quick car whole god damn time really fuck hate http co | Sentiment: Negative
Text: rt joonswrlds jimin happy love jimin bts twt http co | Sentiment: Negative
Text: take time think date want take tomorrow look engagement ring | Sentiment: Negative
Text: bit happier find chanel sunglass | Sentiment: Positive
Text: adam sandler become shit predicted future mental state | Sentiment: Positive
Text: rt skupor incredibly sad poignant story suicide http co | Sentiment: Negative
Text: get box pick tomorrow priscilla gilmoregirlc | Sentiment: Positive
Text: rt maddierawrk brother die depression also frequently exercise supportive friend family successful school amp | Sentiment: Positive
Text: rt mkoirala keep go forward matter motivation success life | Sentiment: Positive
Text: life way good feel angry miserable time | Sentiment: Positive
Text: wan na fuck anymore | Sentiment: Positive
Text: italian basic | Sentiment: Positive
Text: haircut feel fresh clean | Sentiment: Positive
Text: data gov come life even form jpeg image great thing start like http data gov | Sentiment: Negative
Text: unfollow gon na talk aboutfor therestof miserable life http co orvryqqkby | Sentiment: Negative
Text: nicolaisbombay think meant destiny cause song hahaha yes come | Sentiment: Positive
Text: tired living childish people | Sentiment: Positive
Text: dog end pass life seriously tumble downwards spiral life shes life | Sentiment: Positive
Text: watch chris moyles quiz night last night alan carr funny best | Sentiment: Positive
Text: rustyrockets big piece rainbow shine big shine bright see sparkle friend forever | Sentiment: Positive
Text: danielledeleasa hair cut look really good | Sentiment: Positive
Text: end day point life truly give fuck give fuck http co | Sentiment: Negative
Text: feel lucky work shin young star healthcare honor forbes today https co | Sentiment: Negative
Text: lose guy huge get ta deal time call weber pp amp price take nyquil habs | Sentiment: Positive
Text: hate want self pity mind refuse let like damn wan na feel sorry fo http co | Sentiment: Negative
Text: love way skype fade music back call end easily impress | Sentiment: Positive
Text: rt virendersehwag congratulation india beat pakistan indvpak thank advance diwali gift thehock | Sentiment: Positive
Text: nicharry tell simon quot use tuks fm quot say hi | Sentiment: Positive
Text: damn make proper website one day help tiff | Sentiment: Positive
Text: least rain today | Sentiment: Positive
Text: morning start bad want go home sleep forever | Sentiment: Negative
Text: think lack say anything pretty stupid meet harry act cool http co | Sentiment: Negative
Text: take son brace take big day teen age boy life | Sentiment: Positive
Text: mattstevensloop thanks matt glad like algorithmic music gig plan far though | Sentiment: Positive
Text: like man end spending rest day aint feel like im go hate life | Sentiment: Negative
