Tweet,Suicide
please somebody come fucking kill im love https co,Potential Suicide post 
tired living world,Potential Suicide post 
rt saw quote pinterest said stand god end life hope single bi,Potential Suicide post 
balsamicth hit hate happens hate yet constantly https co,Potential Suicide post 
http twitpic com im loving great workspace,Not Suicide post
jeicky cat thanks,Not Suicide post
ddlovato good morning,Not Suicide post
safe suicidal made attempts year yet nobody seems get honestly cant say going kill today keep breaking crying dont know hate,Potential Suicide post 
much happier amp better without weak fake lames leave alone need anyway bigslime,Potential Suicide post 
jennw thank,Not Suicide post
adoredesalon need put site know cause us bloggers love free wifi awesome,Not Suicide post
nanaraine imagine would exactly close,Not Suicide post
bobbyllew could embarrassing least remembered time today time tomorrow small mercies,Not Suicide post
rt lsubonnette feeling going great day got meet john stockton game,Not Suicide post
shesouldeep yup,Not Suicide post
kissability actually listening chopin dark right,Not Suicide post
whenever dreams mom lately still alive never went away https co,Potential Suicide post 
rt aprilmaejackson xxxtentacion know much helped hard times deserve die,Potential Suicide post 
hate feelings point think clinging onto life waiting right set circumstances let go feelings keep holding back hate hate feel hate every one theres something comforting idea nonexistence something comforting idea nothing long,Potential Suicide post 
sorry people arent toxic wanted friends,Potential Suicide post 
np lol hhmm danny jordan join danny maybe jordan hopes,Not Suicide post
codeine ativan sleep meds alcohol tell shouldnt hopeless ready give,Potential Suicide post 
going kill weekend dont see reason stay alive nothing changed enough make want stay raped kid people sex object good bye everyone,Potential Suicide post 
got crush,Not Suicide post
rt people want dead even claim really alive,Potential Suicide post 
want businessman futer,Not Suicide post
mafumafu oh sh oh od scrambles get everything pack,Potential Suicide post 
pjgariel yeah still chilly posed return normal temps week gon na spend time girls week,Not Suicide post
tuesday great metropolis hanover could better,Not Suicide post
long live life,Not Suicide post
rt helmandc know think sad cowboys play today day team lose occasion worth celebrate,Not Suicide post
annaarco gained weight one people everybody hates loose weight cake cookies diet,Not Suicide post
earsn baby tired,Not Suicide post
aussie ali heidiheartshugs toothpaste use whitening stuff bleach burn layer skin,Not Suicide post
aylush firstly thank secondly kite runner historically,Not Suicide post
sucks man really know anymore rash decisions rash decision control ove https co,Potential Suicide post 
mess ran meds havent strength energy go refill went class today ended sitting sidewalk ugly crying making people think fucking headcase sleep never feel rested alone new town friends want someone sit talk hanging brought cats strange place cant leave think theyve abandoned took three hour nap got headache still tired clean laundry room clusterfuck havent combed hair days eaten instead things need donei amlying trying avoid intrusive self harm thoughtsi amlazy awful cant get stop,Potential Suicide post 
coming home stoked bears afternoon mikeyj alton towers tomorrow,Not Suicide post
streamed two episodes riverdale hate damn much data,Potential Suicide post 
tweetie well impressive spot spot http twitpic com,Not Suicide post
tired living,Potential Suicide post 
got ta go bank tomorrow see fuck going problems weeks ago bi https co,Potential Suicide post 
therealnph yeah cool bookshelves got one various books pinned wall,Not Suicide post
enough shameless book plug,Not Suicide post
nan,Potential Suicide post 
get attached easily one thing hate end worst enemy damn time,Potential Suicide post 
betchbelleza rt jaemverse dont want anymore,Potential Suicide post 
thanks posh totty cant wait get home work tonight reason,Not Suicide post
bad habits difficult identify work life careerinspiration careergrowth habits,Not Suicide post
nearly holidays hand camping,Not Suicide post
tired everything cant wait die,Potential Suicide post 
health anxiety prompting bad thoughts head struggling months health issues year old male pessimistic nature makes think worst hands feet currently tingling burning keep picturing wheelchair burden family girlfriend suicide thoughts come mind prefer put sudden end everything instead deteriorating day day losing motor cognitive functions life already hard health failing first time,Potential Suicide post 
daniel,Potential Suicide post 
brightlydusted friend knew online last night finally added messenger,Not Suicide post
btchtits leven scotland dont want anymore,Potential Suicide post 
agpublic seen link thinks might like http bit ly,Not Suicide post
young man got tired staying world called living world fee https co,Potential Suicide post 
patient hate want die,Potential Suicide post 
davethackeray lol saw hahaha fun day exploration experimentation,Not Suicide post
michaelgrainger scyranth gigglessssssss ya awesomesauce,Not Suicide post
cut wrist black eyes,Potential Suicide post 
rt rikis since talking abt hey uhh remember yanderedev said intellectually disabled people deserve die played rapel,Potential Suicide post 
never knew grandfather death hard mother like guess maybe thought wa https co,Potential Suicide post 
rt tweets real life awkward conversation starters strangers,Potential Suicide post 
eating ed waffle icecream cream chocolate sauce omgosh amazing,Not Suicide post
wow im sooo sad everything planned going leave home amp go college denver yo https co,Potential Suicide post 
snigdha expecting,Not Suicide post
many times position fucking mother realise stay either ki https co,Potential Suicide post 
wanted kill,Not Suicide post
zephrode comme je le dis si bien let hate god fucking damn,Potential Suicide post 
hello people facebook like way spamming newsfeeds twitter,Not Suicide post
bcuban popehat lawyer diagnosed depression brother swore https co,Potential Suicide post 
getting blown worst team league wearing gon na suicide note https co,Potential Suicide post 
maybe think deserve die,Potential Suicide post 
good pretending ok look like shit dont smile still acne black circles eyes pale skin cuz never leave house go school people stare every day point laugh give disgusted look tell ugly look like fucking methhead fucking depressed many reasons think worst one also social anxiety dont friends never gf try talk someone turn red embarrassing already attempted suicide last month still feel like shit,Potential Suicide post 
tired living need immediately like regular deodora https co,Potential Suicide post 
want come home right school,Not Suicide post
hellomonette buk cdo dont want anymore,Potential Suicide post 
rt eekrawk sister law sana left right nice hire family members create conflict,Not Suicide post
debt kill thursday going stab stomach take lot pills sure yet sorry spelling grammar sure nobody cares anyways,Potential Suicide post 
afternoon,Not Suicide post
today almost kill almost hit car,Not Suicide post
always great hear actors directed trying encourage join twitter,Not Suicide post
shannonrenee,Not Suicide post
want go park,Not Suicide post
last hour england,Not Suicide post
mcherrywv pleasant right thank ppl ur best,Not Suicide post
many people wan na rip really,Not Suicide post
love sleeping finished,Not Suicide post
spindlestudios yes exceptionally talented goose works brioso well understand,Not Suicide post
everyone follow kade,Not Suicide post
glamlifeguru omg theres fires craziness goin cant go home cause people seriously https co,Potential Suicide post 
olimould lewis,Not Suicide post
honestly tired everything die already,Potential Suicide post 
um woooo,Not Suicide post
females fucked head blame nigga fucked got ta take accountability https co,Potential Suicide post 
wan na fucking die im tired feeling pain constantly god need left alone cry wallow misery feel better,Potential Suicide post 
dont tell people feel pretty sure nobody cares even writing brings anxiety know interact people wish could cry sleep never wake one would every truly miss,Potential Suicide post 
playing gardna ft pistols tone trump amp drop die alone remix dirty street style radio,Potential Suicide post 
bed time,Not Suicide post
boring easter send note msn love chat people msn ninaalbertsen gmail com,Not Suicide post
know absolutely power yet whole thing dead forgotten https co,Potential Suicide post 
rt everyday hate life really feel im destined miserable forever,Potential Suicide post 
daycare damn expensive reason im getting discount owner knows aunt https co,Potential Suicide post 
sad seeing firetruck front building first thought look case someone https co,Potential Suicide post 
hahaha everyone,Not Suicide post
woke good morning everyonee,Not Suicide post
anymore hope senior college want die fit feel like one cares everyday wake try tell today new day work hate everything feel alone one care look even want get mornings want end end suffering pain want feel nothing anxiety depression leave alone know turn keep anymore,Potential Suicide post 
gilloux hope planning kennel launch party,Not Suicide post
tylersdunflower trench feeling happy,Potential Suicide post 
living hardcore empath hard tired nice putting emotional labor undeserving,Potential Suicide post 
allanahk characters yr last tweet made cut,Not Suicide post
united states everything cancerous like cant even remember anymore corporate crap always freaking stupid want watch youtube video dont want force fed stupid product every time go online like cable tv,Potential Suicide post 
please forgive tried get help dont know else say tired burden everyone else tired everyone writing cant help tried get help plan weeks longer part world,Potential Suicide post 
feel like time coming soon like running time enough ready call quits attempted time afford fail many different pills ways end need figure best time maybe tonight maybe tomorrow knows,Potential Suicide post 
dont know anymore words make life living hell matter say sudden absence happiness know sadness nothing look forward fucked chances even something decent job girlfriend absolutely nothing motivate point dont even know still alive pains alive,Potential Suicide post 
nice lunch time work,Not Suicide post
thx,Not Suicide post
work lot russians socal office look completely miserable whenever see https co,Potential Suicide post 
hello world tis first tweet,Not Suicide post
pete brown,Not Suicide post
want kill,Not Suicide post
suicide become new world desperately searching answers knew bes https co,Potential Suicide post 
anyone great success stories twitter would love hear story dm,Not Suicide post
awesome believe jealous sorta dont wan na go dancing tonight someone else drive,Not Suicide post
sixers got best team east warriors vs sixers chip,Not Suicide post
watching old stuff youtube ahhh memories,Not Suicide post
know get things want life get feel like least fixing mouth say https co tegoryjzwq,Potential Suicide post 
slydevil damn right kinda hate system lay poor sucks,Potential Suicide post 
curand voi fi pe ro thx blogway si cnsc,Not Suicide post
edwinksl stanford summit short video http www youtube com watch yaxcviju xq remebering magical funtastic roller coaster ride,Not Suicide post
middle school wanted emo judge,Potential Suicide post 
happy birthday,Not Suicide post
oh god jim acosta woman fucking abuse think trump done fucking women https co,Potential Suicide post 
newly married husband wonderful love much much love suicidal honestly cant figure days absolutely fine happy positive excited life hits depression crippling anxiety suicidal thoughts cut cry crumble days like cant believe anyone cares except husband feel like dont deserve sometimes push away whats wrong cant shake thought everyone would better without especially husband,Potential Suicide post 
khalidh nothing blogworld expo schedule stage netbook travel tho,Not Suicide post
thanks aylesbury audi quick service fitting shiny new number plates,Not Suicide post
feel like one cares want die maybe feel less lonely,Potential Suicide post 
today one year ago lost neighbour friend suicide quote got worst https co,Potential Suicide post 
hootsuite monetizing twitter shurely shum mishtake http ow ly,Not Suicide post
feel sorry followers cause posts probably take entire page,Not Suicide post
tinacook morning tina fact something great something big,Not Suicide post
wow back longest ever non stop run miles truly know sore legs feel like delighted tho,Not Suicide post
greetings jason far twitter great today thanks taking moment us enjoy swim hugs angel,Not Suicide post
blood runs instrument song https co,Potential Suicide post 
mikeyway liking,Not Suicide post
tired living life,Potential Suicide post 
want doctor,Not Suicide post
good morning mirandaanzures eight hours noodles positive thing think right,Not Suicide post
going beautiful day going new granddaughter,Not Suicide post
guys mean would never wake friends,Potential Suicide post 
mesh mohm wanted know softest person came miserable life oh sweet,Potential Suicide post 
disappearing wake theres nothing afraid even night changes never change,Potential Suicide post 
tired living niggas months go,Potential Suicide post 
vespertitties god kill literally fuckin hang stab burn alive,Potential Suicide post 
tommcfly hot chocolate xx,Not Suicide post
great feeling never gave well done bewiser kept cool head weekend age nothing https co,Not Suicide post
aprilmcvey whyy dont update somemore mom blessed day,Not Suicide post
cheated gf drunk wan na kill didnt know shitfaced drunk alone gf friends hate cheating dont want feel pain anymore,Potential Suicide post 
someone want love passion heart soul return kind measure greatest gift,Not Suicide post
yo mate working like charm prepared tweet feed interesting people follow find,Not Suicide post
rt breakfastnews regional australia would siberia without abc,Not Suicide post
fuck looses damn keys hate,Potential Suicide post 
wan na die pls tired everything,Potential Suicide post 
donalmacintyre ello fab doi im going tour tmwr cant wait xxx,Not Suicide post
dancemasstv thanks think,Not Suicide post
alonpeer man tips ideas,Not Suicide post
want engineer,Not Suicide post
want sun walking beach joey,Not Suicide post
sexually harassed crush feel like place world long time half year touching crush interested without consent work alongside part tight group friends see every day every single time try touch stare sometimes even take pictures recently realized implications done hurting feel like betrayed something completely values want change know amafraid lose live cant get stop touching,Potential Suicide post 
hate rate group members always rate higher rate knowing damn https co,Potential Suicide post 
watched wwe since extreme rules begin last night monday night raw suicide note,Potential Suicide post 
wookim consensus,Not Suicide post
xdcd saying,Not Suicide post
rt voidpaola lololololol hate trust people ugly pictures break trust like lol damn ok lik,Potential Suicide post 
rt jmattjmattjmatt trying go pre game hear ay come take pic family oh well happy,Not Suicide post
rt postroz call theresa may tried flatter trump congratulations gop wins midterms responded berating th,Not Suicide post
want give afraid even touch equipment much less pack,Not Suicide post
elleeseymour realise trustee loads find rase structure quite confusing,Not Suicide post
feel infinite sadness soul feel lonely empty disappointed desperate distressed https co,Potential Suicide post 
mennard fun bet unearth sorts goodies,Not Suicide post
tired,Not Suicide post
rt tomorrowithryu hate fact true dojae surgery dojae endure pain alone without segye altou,Potential Suicide post 
want one http bit ly,Not Suicide post
chillin,Not Suicide post
good morning,Not Suicide post
workplace gets much better good weather strikes http tinyurl com,Not Suicide post
beans toast simona get better,Not Suicide post
fisbeed get back work,Not Suicide post
cant loose enough blood period die ugh idk go see doctor https co,Potential Suicide post 
sanguivori kaycee glenn dont want anymore wish dead,Potential Suicide post 
fell love courage sincerity flaming self respect love beginning everything,Not Suicide post
rt axelsoup false information hanyu never study like person wake take ent,Potential Suicide post 
rt andreamvaldez trumpy bear average meme bred merch gone viral appeals everyone one https co,Potential Suicide post 
hey black hair suits way,Not Suicide post
hate war daily hate living home like bc told emotions matter https co,Potential Suicide post 
rt damnitdolann fucking hate whole family making feel fat done feeling bad body const,Potential Suicide post 
healthwarrior watched pot never boiled mate distraction name game,Not Suicide post
dunno phones done dirty made videos ex cos face recognition background https co,Potential Suicide post 
spent day research feeling great achievement,Not Suicide post
raawry lol good id dress twitt bird listen twit podcast night apattys thanks,Not Suicide post
shruticute hmmm mom well thanni thelichu vettutaanga,Not Suicide post
poor littlebrownpen fortunately good sense humor,Not Suicide post
nellclothing tdmphotography crikey check manfrotto worshipers,Not Suicide post
open birthday presents,Not Suicide post
looking american suicide statistics shocked see white men lead right https co zlytwuxvbq,Potential Suicide post 
amazing people life encourage nothing except positive thank lord blessing,Not Suicide post
yeah going neither good hope,Not Suicide post
best thing pop twitter day cracks billy,Not Suicide post
hate,Potential Suicide post 
sldalby yes xx,Not Suicide post
dmitricain ok thanks getting twitter yet,Not Suicide post
home sweet home shower time,Not Suicide post
cathay pacific wanted say big thank great airline travel writer things like mean lot,Not Suicide post
suziam bout something bit lo fi dictation failing one projected keyboards,Not Suicide post
called yesterday guidance counselor office thought something bad id blocked https co,Potential Suicide post 
hi fuck life lately,Potential Suicide post 
ok everyone racing weekend dm picture car amp make model put blog,Not Suicide post
baikini want using phone,Not Suicide post
wait new star trek movie comes looks good,Not Suicide post
want sense magic without touch,Not Suicide post
muffin guy said please somebody kill felt shit,Potential Suicide post 
laurene planning transit anyway,Not Suicide post
got twitter ipod touch yaaaaaay,Not Suicide post
orange tv iphone app really disappointing low quality video streams obviously nothing interesting tv,Not Suicide post
rt camerondallas love anything get hurt,Not Suicide post
time fly ord dca ord clt clt ord iad mco mco ord hm time date night,Not Suicide post
says watched mall cop http plurk com,Not Suicide post
great,Not Suicide post
wahmbizbuilder absolutely due melb time soon,Not Suicide post
fucking lunatic get angry terrible need work bad end somethi https co,Potential Suicide post 
declanshalvey yea right shite,Not Suicide post
trying find something formal wear casual closet jeans popculture shirt good enough,Not Suicide post
sam johnson ya,Not Suicide post
rt capcomfighters congratulations taking asia regional finals title thanks yoshi onochin giving,Not Suicide post
beijingboyce quot ice quot,Not Suicide post
want start feeling neglected,Not Suicide post
pinkfrangipani take river sydenee,Not Suicide post
idazz even run far yet,Not Suicide post
one perks working nyse ger,Not Suicide post
going back straighten hair download nds roms first though,Not Suicide post
fake news went ballistic get ready thought fake news bad deep fakes https co lnxcyfrktk,Potential Suicide post 
hzilionis thing remember obsessing sucks energy could put new story say kick worry curb,Not Suicide post
tommcfly http twitpic com hide well everyone,Not Suicide post
slxmdunk united kingdom pamaj hapens dont want anymore,Potential Suicide post 
dont want anymore em,Potential Suicide post 
damn fucken hate shopping bc feel sooooo broke like even enjoy anymore,Potential Suicide post 
great wonderful worth except enough anyones first choice everyone tells wonderful enough loved like love others put aside everything people crazy hold job nothing really loved entitled dont even right die terms asshole angry upset people treat like shit cant bothered wheni amhurt,Potential Suicide post 
destroy opportunities going kill accident get worse mean https co,Potential Suicide post 
monicalewinsky vanityfair cares happened past nothing apologize hillar https co,Potential Suicide post 
misspolyamory maybe hugs need,Not Suicide post
guess posted universal causality http universalcausality wordpress com thoughts mens room,Not Suicide post
god fuck im dumb fucking idiot called personal instead sick guess whos getting third reprimand https co,Potential Suicide post 
wiggly thank example code many bugs make easy automate,Not Suicide post
classrooms working right,Not Suicide post
like want shove knife fucking stomach hate god damn much,Potential Suicide post 
miamiadc good morning,Not Suicide post
hate okay hate fucking want kill bc want leave family st https co,Potential Suicide post 
sannymoorby horrible want commit suicide dont want anymore,Potential Suicide post 
auntiecelene think going try making newspaper thingies year got lot herbs grow,Not Suicide post
train shopping yay,Not Suicide post
gooooooood morning,Not Suicide post
paper works eve birthnight http plurk com,Not Suicide post
overwhelmed enjoy,Not Suicide post
helloitsliam todd loves steps,Not Suicide post
love love,Not Suicide post
chillin lucy beautiful day today,Not Suicide post
maufeitioblog obviously,Not Suicide post
wan na go sleep forever never wake im tired,Potential Suicide post 
danielhilton know real bf fell asleep amp editing video xo,Not Suicide post
find nice words tel domain http wortsuchen de ends length tel haha,Not Suicide post
emwinward hate damn autocorrect,Potential Suicide post 
dundrum martin,Not Suicide post
lucyinglis unexpectedly put one rabbits last week hurts like hell bad enough https co,Potential Suicide post 
got shower nothing says wake like body lotion hair,Not Suicide post
samotage channel time prog politicians formal training bathe simplexity la cnutroy,Not Suicide post
im gon na lok argos catalouge summ bday pressies look online,Not Suicide post
reading interesting articles extranet surprisingly good stuff,Not Suicide post
suitelifeofkell stole shirt sold ebay,Not Suicide post
missxmarisa oh sounds like top movie really know hah,Not Suicide post
morninggggg alarm went two hours go,Not Suicide post
schofe,Not Suicide post
like thesis chapter go like oso like already filled lazy ass extra da https co,Potential Suicide post 
watching arthur cos way cool,Not Suicide post
rt please tired everything discordapp coffee maker popup tel,Potential Suicide post 
juliankimmings commiserations bad heard,Not Suicide post
somebody please kill life gets stupid,Potential Suicide post 
jaredleto hey ho jared vegan hope right,Not Suicide post
eating kebab sun sounds like bad song title ha one,Not Suicide post
thanks unltdworld danlehner enternships com plugs,Not Suicide post
ive lost lot interest nascar dont think tweet much anymore still want friends something follow less popular twitter page gutcheez friends,Potential Suicide post 
wow want die somebody fucking kill please https co,Potential Suicide post 
zergmoney tweet dreams,Not Suicide post
playing clarinet makes happy,Not Suicide post
found st thomas waiting,Not Suicide post
rt mredtrain neverforget keeps amp family safe amp free usmc usarmy usnavy usaf uscg https co,Not Suicide post
rt mileycyrus completely devestated fires affecting community one lucky ones animals love life made,Not Suicide post
busy day update tonight,Not Suicide post
michael jackson sad existance man already met alanis prince last hope keep faith,Not Suicide post
starrybluesky hello back ya thank,Not Suicide post
ruby ruby ruby ruby taken delivery new beginning ruby book whoop whoop another languag http tinyurl com,Not Suicide post
juliejoyce sounds pretty fine pleased hear creepy cup tea,Not Suicide post
xsophiejane malese answered question twitter check outt malese twitter youu,Not Suicide post
wheat thins diet dr pepper breakfast champions people wake late grab first thing find,Not Suicide post
tired,Not Suicide post
rt shorouqad choose job love never work day life happy future amazing students,Not Suicide post
brendonuriesays trohman hope guys safe flight,Not Suicide post
think going redecorate living room tired moving stuff around,Potential Suicide post 
chinewinelover,Not Suicide post
mntntop fuck shit want dead dont anymore https co,Potential Suicide post 
reading group called dignitas switzerland provide assisted suicide via drugs member become member administers anyone insight americans travelling purpose apparently helped many british german citizens pass peacefully,Potential Suicide post 
ohvember portland every kid tantrum today dont want dont want hear anymore crying want go home pet dog,Potential Suicide post 
oh puns bad bad puns think quite like new clear sounds though,Not Suicide post
npr things literally everyday occurrence family ever since parents came country https co tycbrfobgc,Potential Suicide post 
reminder sr release date set easter sunday,Not Suicide post
rt amnotjake fucking tired living smart athletic attractive talented fucking,Potential Suicide post 
work slave really feel like purpose life make higher man money parents forcing college much plate owe lot money know easy way really tired issues top dealing tensions america well want rest,Potential Suicide post 
vamp queen course,Not Suicide post
freekaavan another year passed still alone sad suffering ever live dignity https co,Potential Suicide post 
crystalweb sallyormond briar copywriting awesome combination,Not Suicide post
everyone knows want kill nobody really acknowledges though even would inevitable nobody would give shit true amfucking sick like years suicidal thoughts time theyve become disgustingly close becoming reality fucking scared want die know maybe,Potential Suicide post 
arreeyy mad wat wit coz maine bhi intro hi start kiya,Not Suicide post
life purpose broke lonely miserable life sack shit family legitimately hate poor friends dont hear unless get touch first single almost decade generally ok single depression grinds world halt doctors dont help nobody around seems understand gone years tired cant want lay die quietly want life disappear,Potential Suicide post 
phillies game becca tonight,Not Suicide post
rq woodward lol love,Not Suicide post
rt delaneykazee tired living country become taking sides bitch love respect,Potential Suicide post 
valvert nice day,Not Suicide post
mileycyrus love jesus im getting ready school lt,Not Suicide post
update phone real quick car whole god damn time really fucking hate https co,Potential Suicide post 
rt joonswrlds jimin happy love jimin bts twt https co,Not Suicide post
take time think date want take tomorrow look engagement rings,Not Suicide post
bit happier found chanel sunglasses,Not Suicide post
adam sandler became shit predicted future mental state,Potential Suicide post 
rt skupor incredibly sad poignant story suicide https co,Potential Suicide post 
got box pick tomorrow priscilla gilmoregirlc,Not Suicide post
rt maddierawrk brother died depression also frequently exercised supportive friends family successful school amp,Not Suicide post
rt mkoirala keep going forward matter motivation success life,Not Suicide post
life way good feel angry miserable time,Potential Suicide post 
wan na fucking anymore,Potential Suicide post 
italian basic,Not Suicide post
haircut feeling fresh clean,Not Suicide post
data gov comes life even form jpeg image great things start like http data gov,Not Suicide post
unfollow gon na talk aboutfor therestof miserable life https co orvryqqkby,Potential Suicide post 
nicolaisbombay thought meant destiny cause song hahaha yes coming,Not Suicide post
tired living childish people,Potential Suicide post 
dog end passing life seriously tumbling downwards spiral life shes life,Potential Suicide post 
watched chris moyles quiz night last night alan carr funny best,Not Suicide post
rustyrockets big piece rainbow shine big shine bright see sparkle friends forever,Not Suicide post
danielledeleasa hair cut looks really good,Not Suicide post
end day point life truly give fuck give fuck https co,Potential Suicide post 
feel lucky work shining young stars healthcare honored forbes today https co,Not Suicide post
losing guys huge got ta deal time call weber pp amp price take nyquil habs,Not Suicide post
hate want self pitying mind refuses let like damn wan na feel sorry fo https co,Potential Suicide post 
love way skype fades music back call ends easily impressed,Not Suicide post
rt virendersehwag congratulations india beating pakistan indvpak thank advance diwali gift thehock,Not Suicide post
nicharry tell simon quot used tuks fm quot says hi,Not Suicide post
damn make proper website one day help tiff,Not Suicide post
least raining today,Not Suicide post
morning started bad want go home sleep forever,Potential Suicide post 
think lack saying anything pretty stupid met harry acting cool https co,Potential Suicide post 
taking son braces taken big day teen age boy life,Not Suicide post
mattstevensloop thanks matt glad like algorithmic music gigs planned far though,Not Suicide post
like man end spending rest days aint feel like im going hate life,Potential Suicide post 
hate parents much want kill spite especially dad almost want children want dad become grandfather like didnt want girlfriend friends growing dont think would even goto funeral died hate bottom heart order chain mom hated ignored yelled since little boy hate forever hatred killing,Potential Suicide post 
rolyatoj teething problems new house amp friends,Not Suicide post
asahi giant scared please eat ass spirits,Potential Suicide post 
miserable never miserable life simply baby https co,Potential Suicide post 
williamsledd love videos william new twitter,Not Suicide post
thesouthernstar ochie kmaren nervous ya pas tu kliatan tau pas aku dtg aku ngeliat ochie lg tisu sampe tisu lecek,Not Suicide post
cool got followers people interested,Not Suicide post
rt elonmusk congratulations spacex team thanks nasa much appreciated https co,Not Suicide post
tired merely existing want get living,Potential Suicide post 
wan na kill im fucking done,Potential Suicide post 
christinamendez list short mean god huge lol,Not Suicide post
haha flight conchords bloody hilarious last night chur chur,Not Suicide post
ryankingry picture cus damn looking good,Potential Suicide post 
overspill well link anyway,Not Suicide post
tell psychiatrist suicidal immediately shipped away handcuffed bed always lie,Potential Suicide post 
fucking hell prada saved day,Not Suicide post
easter eggs,Not Suicide post
rt poemsandthongs kinda bad bitch ready die anyday,Potential Suicide post 
sick tired blamed everything actually waiting day die,Potential Suicide post 
rowanberry ohhh sending loads positive vibes way,Not Suicide post
boomboxbindery say studio setup die without flat files designed whole studio around,Not Suicide post
rt hornyfact fucking tired living smart athletic attractive talented ha,Potential Suicide post 
jordandossett tell going try puresleep mouth piece tv let know works,Not Suicide post
elisewrites congratulations accomplishments amazing person inside https co,Not Suicide post
tpgraham pretty cool man fan lossless ftw check,Not Suicide post
random thought glad live time gps cell navi car bc nothing confused https co,Potential Suicide post 
beecheypat central cap levequethots sickening sickening elect ppl like lib https co,Potential Suicide post 
everyone says im better dont want dont think doesnt quite matter think anymore,Potential Suicide post 
landed belfast wee wee,Not Suicide post
greigwells haha flamin distraction,Not Suicide post
toodamnninja uhuhhhh word fail shipwreck sand obviously early,Not Suicide post
plans changed better mtb ride sunshine,Not Suicide post
want fucking die,Potential Suicide post 
uni playing potc outside free hotx buns feel lovvvved,Not Suicide post
mmmbaileys good day jessie tell birthday,Not Suicide post
vince craine glad see toned sell still like software,Not Suicide post
sick love songs tired tears done wishing still,Potential Suicide post 
malhere hope good ride weather decent weather like live,Not Suicide post
second people still want food grown old fashioned way like buy heritage meats heirloom seeds,Not Suicide post
effyobie stop speaking sophisticated way please hard keep,Not Suicide post
sitting sun baking degrees wonderful,Not Suicide post
suitelifeofkell haha reminds daddy monkee old show wait lol whattt,Not Suicide post
cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depressed constantly exhausted havent filled college applications didnt even plan living long want die stop disgracing family inconveniencing mom kind want ballistician look bullets dead bodies see gun came honestly likely subject one dont friends school like,Potential Suicide post 
offense defense passive violent cut wrist heartbeat silent,Potential Suicide post 
dcu su elections today,Not Suicide post
im tired living whats point living keep whining,Potential Suicide post 
shouldnt want kill many advantages life immediate family alive still involved life several friends frequently talk make enough money live easily every night go home drink hoping forget much want end every single moment sober spend thinking people might actually see really lazy waste space lucked success wheni amdrunk worry people find thati trying slowly kill alcohol fuck always thought could successful would happy well,Potential Suicide post 
totally craving chocolate starbucks days left,Not Suicide post
spiritscribbler dont think want twitter anymore adding anyone life,Potential Suicide post 
rt dccc breaking democrats flipped redtoblue big congratulations congressman elect joshua harder,Not Suicide post
sure normal consider suicide normal basis engineer larger corporation lately thinking point,Potential Suicide post 
earom voted entry ellisdabomb incredible might play fifa,Not Suicide post
want die dead,Potential Suicide post 
xirthtv girl fucking one made kill night done institutionalized,Potential Suicide post 
got hours sleep last night double shot latte good,Not Suicide post
turnitgrey oh gosh think old oh well still like hahaha,Not Suicide post
go make duty tomorrow goodnight,Not Suicide post
ingermaaike aww thank,Not Suicide post
bipolar disorder become hyper aware mood swings get bad enough barely get bed talk friends even work manic episodes dont sleep maybe hours night mind races make highly unrealistic goals get hit crippling depression,Potential Suicide post 
rt nothing live dude shits sad,Potential Suicide post 
cmgangrel typical metro even get right,Not Suicide post
awesome photographer,Not Suicide post
excited two sleeps wear stupid goggles bed anymore,Not Suicide post
get woooooooooooo,Not Suicide post
wan na goto concert damn bad would hate spent ticket right,Potential Suicide post 
mwmyn would say philosophical,Not Suicide post
rt correcting anything live life calmly nothing going miserable world,Potential Suicide post 
oh shit could get hand theres dancing place hoe shindig nada,Not Suicide post
boddingtons see ya anastasia marvellous day,Not Suicide post
need fucking move already tired told fucking roo https co,Potential Suicide post 
beelarge mine today,Not Suicide post
sick tired living https co,Potential Suicide post 
rosskie far shopping today heehee,Not Suicide post
priyank acharya jpnadda world got right path celebrating matri pitri pujan diwas started bapuji,Not Suicide post
cya later crew got bit work,Not Suicide post
mileycyrus early late haha,Not Suicide post
gon na go school back around,Not Suicide post
homework day assignments due almost done,Not Suicide post
suicide rehab center last month life sadness depression give would easier dead,Potential Suicide post 
congratulations jim great editor great media artist,Not Suicide post
washed dressed,Not Suicide post
past week thinking nothing want disappear feel trapped li https co,Potential Suicide post 
want say,Not Suicide post
one damn time watch raw becky smackdown women division attack raw women division https co,Potential Suicide post 
leaving house gon na switch texts,Not Suicide post
yumm jeremy kyle bacon sandwich,Not Suicide post
really feeling whole going class productive thing today hooky,Not Suicide post
rt revolwoc sh tbritttsays que screamo voice cut wrist black eyes,Potential Suicide post 
rt jeffflake congratulations kyrstensinema race well run wonderful honor representing arizona senat,Not Suicide post
loves weather goes bike tour doggy,Not Suicide post
goodnight really want fucking kill,Potential Suicide post 
fuck fucking hate,Potential Suicide post 
believe lost damn car keys smh mind damn house key time drunk https co,Potential Suicide post 
muttering wan na die daily months feel worthless shes soulmate cant live horrible world without lonely wish could turn part brain feels,Potential Suicide post 
skill takes time iq center could run bigs floor force teams go small https co,Potential Suicide post 
everything good heart expect nothing return never disappointed,Not Suicide post
make sure email enter month giveaway makeup pink quartz minerals,Not Suicide post
